YEAR,MO,DY,ALLSKY_SFC_UVA
2014,5,12,18.97
2014,5,13,19.3
2014,5,14,19.84
2014,5,15,17.89
2014,5,16,19.66
2014,5,17,19.66
2014,5,18,18.15
2014,5,19,13.0
2014,5,20,11.0
2014,5,21,12.23
2014,5,22,11.09
2014,5,23,16.64
2014,5,24,16.66
2014,5,25,16.55
2014,5,26,19.66
2014,5,27,13.8
2014,5,28,12.43
2014,5,29,15.91
2014,5,30,15.57
2014,5,31,16.82
2014,6,1,16.62
2014,6,2,19.76
2014,6,3,19.55
2014,6,4,19.15
2014,6,5,19.09
2014,6,6,15.16
2014,6,7,20.48
2014,6,8,21.01
2014,6,9,19.52
2014,6,10,16.48
2014,6,11,15.1
2014,6,12,18.36
2014,6,13,19.16
2014,6,14,20.42
2014,6,15,20.62
2014,6,16,19.45
2014,6,17,18.87
2014,6,18,20.31
2014,6,19,17.05
2014,6,20,15.65
2014,6,21,19.66
2014,6,22,16.79
2014,6,23,18.28
2014,6,24,8.91
2014,6,25,17.89
2014,6,26,17.48
2014,6,27,20.11
2014,6,28,20.48
2014,6,29,20.98
2014,6,30,20.99
2014,7,1,18.63
2014,7,2,17.59
2014,7,3,11.16
2014,7,4,18.54
2014,7,5,19.66
2014,7,6,16.46
2014,7,7,19.39
2014,7,8,20.58
2014,7,9,20.76
2014,7,10,20.93
2014,7,11,20.85
2014,7,12,20.62
2014,7,13,19.71
2014,7,14,19.76
2014,7,15,19.68
2014,7,16,19.55
2014,7,17,19.5
2014,7,18,16.91
2014,7,19,9.23
2014,7,20,17.01
2014,7,21,19.94
2014,7,22,20.06
2014,7,23,19.66
2014,7,24,18.17
2014,7,25,17.85
2014,7,26,18.34
2014,7,27,17.75
2014,7,28,16.16
2014,7,29,19.48
2014,7,30,19.31
2014,7,31,18.21
2014,8,1,18.11
2014,8,2,16.16
2014,8,3,17.41
2014,8,4,18.53
2014,8,5,18.02
2014,8,6,18.27
2014,8,7,18.43
2014,8,8,17.94
2014,8,9,16.14
2014,8,10,18.38
2014,8,11,17.91
2014,8,12,17.45
2014,8,13,17.59
2014,8,14,16.77
2014,8,15,17.77
2014,8,16,17.54
2014,8,17,17.7
2014,8,18,14.67
2014,8,19,16.8
2014,8,20,16.51
2014,8,21,17.02
2014,8,22,13.49
2014,8,23,16.98
2014,8,24,16.48
2014,8,25,17.02
2014,8,26,16.69
2014,8,27,16.33
2014,8,28,16.48
2014,8,29,15.73
2014,8,30,13.52
2014,8,31,13.88
2014,9,1,14.78
2014,9,2,15.45
2014,9,3,15.34
2014,9,4,15.15
2014,9,5,15.22
2014,9,6,12.64
2014,9,7,12.38
2014,9,8,13.44
2014,9,9,13.04
2014,9,10,14.42
2014,9,11,14.28
2014,9,12,13.11
2014,9,13,12.34
2014,9,14,13.07
2014,9,15,12.54
2014,9,16,11.12
2014,9,17,10.79
2014,9,18,10.1
2014,9,19,8.66
2014,9,20,10.95
2014,9,21,10.8
2014,9,22,10.41
2014,9,23,10.66
2014,9,24,9.2
2014,9,25,12.77
2014,9,26,11.6
2014,9,27,7.82
2014,9,28,5.96
2014,9,29,8.87
2014,9,30,10.64
2014,10,1,10.23
2014,10,2,9.99
2014,10,3,10.14
2014,10,4,9.8
2014,10,5,10.22
2014,10,6,10.26
2014,10,7,7.87
2014,10,8,7.42
2014,10,9,5.66
2014,10,10,7.23
2014,10,11,6.46
2014,10,12,7.43
2014,10,13,6.14
2014,10,14,6.42
2014,10,15,4.81
2014,10,16,7.52
2014,10,17,9.09
2014,10,18,8.88
2014,10,19,8.5
2014,10,20,8.65
2014,10,21,8.94
2014,10,22,8.77
2014,10,23,8.56
2014,10,24,8.55
2014,10,25,8.62
2014,10,26,8.69
2014,10,27,8.59
2014,10,28,8.48
2014,10,29,8.03
2014,10,30,8.22
2014,10,31,8.2
2014,11,1,7.63
2014,11,2,6.45
2014,11,3,4.52
2014,11,4,5.21
2014,11,5,6.8
2014,11,6,7.34
2014,11,7,5.0
2014,11,8,5.45
2014,11,9,5.8
2014,11,10,7.02
2014,11,11,2.88
2014,11,12,5.22
2014,11,13,2.91
2014,11,14,3.73
2014,11,15,4.95
2014,11,16,5.34
2014,11,17,5.41
2014,11,18,5.28
2014,11,19,6.02
2014,11,20,6.33
2014,11,21,4.98
2014,11,22,4.63
2014,11,23,3.41
2014,11,24,5.28
2014,11,25,4.21
2014,11,26,4.16
2014,11,27,2.52
2014,11,28,1.33
2014,11,29,2.91
2014,11,30,4.17
2014,12,1,4.62
2014,12,2,5.04
2014,12,3,3.92
2014,12,4,4.25
2014,12,5,5.03
2014,12,6,4.39
2014,12,7,5.2
2014,12,8,5.17
2014,12,9,4.55
2014,12,10,5.26
2014,12,11,5.15
2014,12,12,5.12
2014,12,13,2.13
2014,12,14,1.57
2014,12,15,4.42
2014,12,16,4.49
2014,12,17,3.8
2014,12,18,5.02
2014,12,19,4.74
2014,12,20,5.09
2014,12,21,5.12
2014,12,22,4.97
2014,12,23,5.0
2014,12,24,4.77
2014,12,25,4.94
2014,12,26,5.07
2014,12,27,3.8
2014,12,28,3.09
2014,12,29,5.03
2014,12,30,5.06
2014,12,31,5.23
2015,1,1,5.27
2015,1,2,4.98
2015,1,3,5.25
2015,1,4,5.28
2015,1,5,5.32
2015,1,6,5.08
2015,1,7,5.3
2015,1,8,5.45
2015,1,9,5.46
2015,1,10,5.56
2015,1,11,5.38
2015,1,12,5.67
2015,1,13,5.6
2015,1,14,3.25
2015,1,15,3.44
2015,1,16,5.17
2015,1,17,5.72
2015,1,18,2.42
2015,1,19,5.69
2015,1,20,4.84
2015,1,21,3.62
2015,1,22,5.27
2015,1,23,6.14
2015,1,24,6.33
2015,1,25,6.56
2015,1,26,5.77
2015,1,27,6.62
2015,1,28,6.91
2015,1,29,5.57
2015,1,30,3.94
2015,1,31,5.43
2015,2,1,6.01
2015,2,2,2.75
2015,2,3,4.84
2015,2,4,4.96
2015,2,5,6.28
2015,2,6,5.59
2015,2,7,3.34
2015,2,8,7.5
2015,2,9,7.74
2015,2,10,5.08
2015,2,11,4.13
2015,2,12,5.93
2015,2,13,6.71
2015,2,14,4.98
2015,2,15,6.81
2015,2,16,7.12
2015,2,17,8.33
2015,2,18,6.43
2015,2,19,9.16
2015,2,20,7.52
2015,2,21,8.27
2015,2,22,9.42
2015,2,23,7.35
2015,2,24,7.91
2015,2,25,8.55
2015,2,26,6.43
2015,2,27,9.98
2015,2,28,8.19
2015,3,1,9.5
2015,3,2,8.45
2015,3,3,7.74
2015,3,4,11.04
2015,3,5,11.34
2015,3,6,11.62
2015,3,7,11.72
2015,3,8,10.95
2015,3,9,10.8
2015,3,10,11.79
2015,3,11,11.92
2015,3,12,11.15
2015,3,13,10.73
2015,3,14,12.37
2015,3,15,7.44
2015,3,16,12.54
2015,3,17,8.54
2015,3,18,4.11
2015,3,19,5.79
2015,3,20,5.85
2015,3,21,6.03
2015,3,22,7.63
2015,3,23,4.0
2015,3,24,8.81
2015,3,25,10.93
2015,3,26,10.02
2015,3,27,13.04
2015,3,28,14.59
2015,3,29,12.88
2015,3,30,14.54
2015,3,31,14.84
2015,4,1,15.13
2015,4,2,14.85
2015,4,3,12.7
2015,4,4,15.77
2015,4,5,16.15
2015,4,6,14.69
2015,4,7,15.41
2015,4,8,14.16
2015,4,9,4.73
2015,4,10,10.51
2015,4,11,12.88
2015,4,12,12.34
2015,4,13,14.56
2015,4,14,11.4
2015,4,15,8.08
2015,4,16,9.19
2015,4,17,12.49
2015,4,18,14.8
2015,4,19,14.73
2015,4,20,16.62
2015,4,21,13.76
2015,4,22,13.44
2015,4,23,16.02
2015,4,24,10.91
2015,4,25,10.16
2015,4,26,9.32
2015,4,27,12.07
2015,4,28,15.3
2015,4,29,15.62
2015,4,30,16.91
2015,5,1,10.91
2015,5,2,14.09
2015,5,3,9.27
2015,5,4,10.84
2015,5,5,17.45
2015,5,6,18.56
2015,5,7,18.52
2015,5,8,16.97
2015,5,9,18.52
2015,5,10,17.64
2015,5,11,17.57
2015,5,12,18.41
2015,5,13,14.08
2015,5,14,15.95
2015,5,15,20.25
2015,5,16,19.57
2015,5,17,19.23
2015,5,18,19.23
2015,5,19,15.02
2015,5,20,19.55
2015,5,21,20.09
2015,5,22,20.01
2015,5,23,19.29
2015,5,24,15.08
2015,5,25,15.39
2015,5,26,20.3
2015,5,27,19.83
2015,5,28,19.43
2015,5,29,13.76
2015,5,30,17.93
2015,5,31,18.72
2015,6,1,17.91
2015,6,2,18.72
2015,6,3,17.49
2015,6,4,20.01
2015,6,5,19.2
2015,6,6,18.55
2015,6,7,18.98
2015,6,8,18.65
2015,6,9,15.11
2015,6,10,12.12
2015,6,11,10.47
2015,6,12,14.77
2015,6,13,14.05
2015,6,14,16.31
2015,6,15,14.06
2015,6,16,17.34
2015,6,17,20.4
2015,6,18,20.69
2015,6,19,20.98
2015,6,20,21.06
2015,6,21,19.98
2015,6,22,18.34
2015,6,23,15.81
2015,6,24,18.29
2015,6,25,19.34
2015,6,26,19.85
2015,6,27,20.33
2015,6,28,20.29
2015,6,29,18.98
2015,6,30,19.7
2015,7,1,19.51
2015,7,2,18.63
2015,7,3,19.64
2015,7,4,18.52
2015,7,5,17.26
2015,7,6,19.07
2015,7,7,19.67
2015,7,8,20.09
2015,7,9,20.14
2015,7,10,20.19
2015,7,11,20.04
2015,7,12,19.74
2015,7,13,19.73
2015,7,14,18.8
2015,7,15,18.69
2015,7,16,17.39
2015,7,17,12.93
2015,7,18,16.23
2015,7,19,19.46
2015,7,20,19.09
2015,7,21,19.52
2015,7,22,16.31
2015,7,23,18.26
2015,7,24,19.38
2015,7,25,19.5
2015,7,26,19.45
2015,7,27,19.75
2015,7,28,19.72
2015,7,29,19.73
2015,7,30,17.3
2015,7,31,13.53
2015,8,1,18.91
2015,8,2,18.36
2015,8,3,14.23
2015,8,4,18.3
2015,8,5,17.2
2015,8,6,17.25
2015,8,7,12.93
2015,8,8,13.02
2015,8,9,18.33
2015,8,10,17.72
2015,8,11,16.62
2015,8,12,13.88
2015,8,13,17.42
2015,8,14,14.64
2015,8,15,13.56
2015,8,16,14.27
2015,8,17,15.33
2015,8,18,15.27
2015,8,19,16.39
2015,8,20,16.16
2015,8,21,12.81
2015,8,22,15.23
2015,8,23,16.39
2015,8,24,16.2
2015,8,25,16.79
2015,8,26,16.31
2015,8,27,15.6
2015,8,28,16.21
2015,8,29,15.34
2015,8,30,14.8
2015,8,31,10.86
2015,9,1,13.07
2015,9,2,12.18
2015,9,3,13.98
2015,9,4,12.5
2015,9,5,13.45
2015,9,6,13.06
2015,9,7,11.25
2015,9,8,14.75
2015,9,9,12.28
2015,9,10,12.02
2015,9,11,14.29
2015,9,12,10.91
2015,9,13,10.95
2015,9,14,13.31
2015,9,15,8.17
2015,9,16,8.16
2015,9,17,12.06
2015,9,18,13.98
2015,9,19,13.81
2015,9,20,13.52
2015,9,21,13.51
2015,9,22,13.45
2015,9,23,10.45
2015,9,24,12.82
2015,9,25,11.62
2015,9,26,9.47
2015,9,27,10.97
2015,9,28,11.4
2015,9,29,10.69
2015,9,30,9.41
2015,10,1,11.55
2015,10,2,11.39
2015,10,3,6.94
2015,10,4,5.55
2015,10,5,5.85
2015,10,6,8.84
2015,10,7,9.71
2015,10,8,10.27
2015,10,9,10.37
2015,10,10,9.3
2015,10,11,6.23
2015,10,12,7.94
2015,10,13,5.03
2015,10,14,9.73
2015,10,15,10.1
2015,10,16,8.62
2015,10,17,7.23
2015,10,18,4.8
2015,10,19,5.82
2015,10,20,6.84
2015,10,21,8.04
2015,10,22,9.38
2015,10,23,7.88
2015,10,24,6.87
2015,10,25,7.48
2015,10,26,3.98
2015,10,27,6.11
2015,10,28,5.86
2015,10,29,4.7
2015,10,30,8.36
2015,10,31,6.04
2015,11,1,5.68
2015,11,2,3.63
2015,11,3,3.25
2015,11,4,3.15
2015,11,5,4.67
2015,11,6,7.53
2015,11,7,7.52
2015,11,8,7.48
2015,11,9,7.35
2015,11,10,7.27
2015,11,11,7.14
2015,11,12,7.03
2015,11,13,6.76
2015,11,14,6.61
2015,11,15,6.72
2015,11,16,6.61
2015,11,17,6.37
2015,11,18,6.3
2015,11,19,6.3
2015,11,20,5.44
2015,11,21,5.02
2015,11,22,4.48
2015,11,23,6.0
2015,11,24,4.67
2015,11,25,4.62
2015,11,26,5.57
2015,11,27,5.67
2015,11,28,5.74
2015,11,29,5.73
2015,11,30,5.66
2015,12,1,5.54
2015,12,2,5.21
2015,12,3,5.44
2015,12,4,4.81
2015,12,5,5.3
2015,12,6,5.17
2015,12,7,2.91
2015,12,8,3.71
2015,12,9,4.91
2015,12,10,4.23
2015,12,11,3.92
2015,12,12,3.53
2015,12,13,4.6
2015,12,14,3.43
2015,12,15,4.03
2015,12,16,4.38
2015,12,17,3.98
2015,12,18,4.68
2015,12,19,4.91
2015,12,20,4.47
2015,12,21,4.95
2015,12,22,4.91
2015,12,23,4.72
2015,12,24,4.4
2015,12,25,5.04
2015,12,26,4.11
2015,12,27,4.19
2015,12,28,2.84
2015,12,29,3.99
2015,12,30,2.79
2015,12,31,2.32
2016,1,1,2.83
2016,1,2,4.63
2016,1,3,1.38
2016,1,4,2.2
2016,1,5,4.36
2016,1,6,3.2
2016,1,7,3.48
2016,1,8,2.15
2016,1,9,4.14
2016,1,10,2.62
2016,1,11,4.2
2016,1,12,4.55
2016,1,13,5.23
2016,1,14,2.1
2016,1,15,4.88
2016,1,16,5.79
2016,1,17,5.48
2016,1,18,3.79
2016,1,19,4.87
2016,1,20,3.95
2016,1,21,3.34
2016,1,22,3.02
2016,1,23,5.05
2016,1,24,6.3
2016,1,25,5.55
2016,1,26,5.8
2016,1,27,2.72
2016,1,28,2.3
2016,1,29,3.32
2016,1,30,5.94
2016,1,31,6.09
2016,2,1,7.02
2016,2,2,5.23
2016,2,3,7.33
2016,2,4,7.66
2016,2,5,6.48
2016,2,6,4.75
2016,2,7,6.94
2016,2,8,5.76
2016,2,9,4.28
2016,2,10,4.02
2016,2,11,5.55
2016,2,12,2.48
2016,2,13,3.48
2016,2,14,5.1
2016,2,15,7.2
2016,2,16,8.23
2016,2,17,7.73
2016,2,18,5.97
2016,2,19,9.16
2016,2,20,9.48
2016,2,21,8.52
2016,2,22,8.18
2016,2,23,9.62
2016,2,24,5.77
2016,2,25,8.05
2016,2,26,4.55
2016,2,27,8.0
2016,2,28,5.39
2016,2,29,9.92
2016,3,1,10.66
2016,3,2,10.36
2016,3,3,11.02
2016,3,4,8.98
2016,3,5,8.35
2016,3,6,8.8
2016,3,7,8.85
2016,3,8,10.5
2016,3,9,7.17
2016,3,10,8.67
2016,3,11,12.02
2016,3,12,12.16
2016,3,13,12.02
2016,3,14,11.63
2016,3,15,10.86
2016,3,16,12.28
2016,3,17,11.1
2016,3,18,9.01
2016,3,19,7.75
2016,3,20,8.58
2016,3,21,8.89
2016,3,22,9.44
2016,3,23,12.59
2016,3,24,13.7
2016,3,25,8.97
2016,3,26,12.18
2016,3,27,14.37
2016,3,28,8.02
2016,3,29,11.41
2016,3,30,13.86
2016,3,31,11.27
2016,4,1,14.56
2016,4,2,14.64
2016,4,3,8.2
2016,4,4,4.06
2016,4,5,12.51
2016,4,6,15.96
2016,4,7,15.58
2016,4,8,15.45
2016,4,9,14.99
2016,4,10,9.85
2016,4,11,9.73
2016,4,12,8.34
2016,4,13,13.27
2016,4,14,13.04
2016,4,15,14.1
2016,4,16,8.26
2016,4,17,14.95
2016,4,18,16.59
2016,4,19,3.95
2016,4,20,6.6
2016,4,21,12.74
2016,4,22,10.34
2016,4,23,12.6
2016,4,24,16.11
2016,4,25,17.52
2016,4,26,17.35
2016,4,27,13.3
2016,4,28,11.91
2016,4,29,11.49
2016,4,30,18.13
2016,5,1,18.7
2016,5,2,18.66
2016,5,3,18.8
2016,5,4,18.03
2016,5,5,8.74
2016,5,6,9.41
2016,5,7,10.45
2016,5,8,6.55
2016,5,9,8.0
2016,5,10,8.52
2016,5,11,13.88
2016,5,12,13.03
2016,5,13,11.86
2016,5,14,13.01
2016,5,15,14.95
2016,5,16,19.48
2016,5,17,16.8
2016,5,18,17.61
2016,5,19,19.79
2016,5,20,19.86
2016,5,21,17.88
2016,5,22,18.3
2016,5,23,15.83
2016,5,24,16.57
2016,5,25,13.02
2016,5,26,14.52
2016,5,27,18.84
2016,5,28,12.52
2016,5,29,13.69
2016,5,30,16.41
2016,5,31,18.27
2016,6,1,20.46
2016,6,2,20.17
2016,6,3,17.71
2016,6,4,17.15
2016,6,5,17.8
2016,6,6,18.37
2016,6,7,20.23
2016,6,8,20.51
2016,6,9,18.3
2016,6,10,16.75
2016,6,11,18.7
2016,6,12,19.21
2016,6,13,20.63
2016,6,14,19.15
2016,6,15,15.68
2016,6,16,13.95
2016,6,17,16.13
2016,6,18,19.43
2016,6,19,20.48
2016,6,20,21.16
2016,6,21,21.02
2016,6,22,21.27
2016,6,23,20.51
2016,6,24,19.43
2016,6,25,19.54
2016,6,26,18.97
2016,6,27,19.38
2016,6,28,17.5
2016,6,29,17.15
2016,6,30,19.76
2016,7,1,20.03
2016,7,2,20.47
2016,7,3,20.07
2016,7,4,17.81
2016,7,5,18.59
2016,7,6,18.42
2016,7,7,10.8
2016,7,8,18.71
2016,7,9,20.02
2016,7,10,18.74
2016,7,11,19.93
2016,7,12,20.11
2016,7,13,20.44
2016,7,14,20.39
2016,7,15,20.52
2016,7,16,20.06
2016,7,17,19.67
2016,7,18,19.85
2016,7,19,18.42
2016,7,20,10.46
2016,7,21,18.2
2016,7,22,17.95
2016,7,23,19.66
2016,7,24,19.65
2016,7,25,19.53
2016,7,26,18.75
2016,7,27,17.28
2016,7,28,17.4
2016,7,29,18.31
2016,7,30,19.0
2016,7,31,19.09
2016,8,1,18.77
2016,8,2,18.73
2016,8,3,18.28
2016,8,4,17.97
2016,8,5,18.66
2016,8,6,18.83
2016,8,7,18.81
2016,8,8,18.52
2016,8,9,14.02
2016,8,10,16.67
2016,8,11,17.85
2016,8,12,17.66
2016,8,13,17.38
2016,8,14,17.75
2016,8,15,16.52
2016,8,16,15.09
2016,8,17,14.49
2016,8,18,17.31
2016,8,19,17.34
2016,8,20,16.55
2016,8,21,16.48
2016,8,22,17.08
2016,8,23,17.01
2016,8,24,17.02
2016,8,25,16.05
2016,8,26,14.33
2016,8,27,15.79
2016,8,28,15.45
2016,8,29,15.77
2016,8,30,15.39
2016,8,31,14.77
2016,9,1,14.08
2016,9,2,14.77
2016,9,3,13.8
2016,9,4,13.96
2016,9,5,14.14
2016,9,6,14.76
2016,9,7,14.62
2016,9,8,14.71
2016,9,9,14.05
2016,9,10,13.31
2016,9,11,13.41
2016,9,12,13.16
2016,9,13,7.14
2016,9,14,10.76
2016,9,15,9.83
2016,9,16,11.77
2016,9,17,10.71
2016,9,18,13.82
2016,9,19,13.8
2016,9,20,12.84
2016,9,21,13.32
2016,9,22,12.92
2016,9,23,12.06
2016,9,24,11.74
2016,9,25,11.23
2016,9,26,10.48
2016,9,27,12.36
2016,9,28,10.59
2016,9,29,11.98
2016,9,30,11.66
2016,10,1,10.8
2016,10,2,11.4
2016,10,3,11.48
2016,10,4,11.0
2016,10,5,10.23
2016,10,6,10.01
2016,10,7,10.7
2016,10,8,9.9
2016,10,9,10.36
2016,10,10,9.72
2016,10,11,10.11
2016,10,12,3.06
2016,10,13,6.23
2016,10,14,7.74
2016,10,15,10.07
2016,10,16,8.09
2016,10,17,5.38
2016,10,18,6.48
2016,10,19,5.65
2016,10,20,5.8
2016,10,21,6.3
2016,10,22,3.27
2016,10,23,4.63
2016,10,24,3.85
2016,10,25,6.52
2016,10,26,7.7
2016,10,27,8.48
2016,10,28,8.5
2016,10,29,8.38
2016,10,30,8.29
2016,10,31,8.33
2016,11,1,7.25
2016,11,2,7.63
2016,11,3,6.99
2016,11,4,2.77
2016,11,5,2.71
2016,11,6,6.72
2016,11,7,6.47
2016,11,8,7.11
2016,11,9,5.82
2016,11,10,7.21
2016,11,11,7.08
2016,11,12,5.29
2016,11,13,6.84
2016,11,14,6.73
2016,11,15,6.72
2016,11,16,6.05
2016,11,17,6.57
2016,11,18,3.77
2016,11,19,5.8
2016,11,20,1.79
2016,11,21,4.21
2016,11,22,2.07
2016,11,23,2.27
2016,11,24,3.5
2016,11,25,2.5
2016,11,26,1.88
2016,11,27,2.51
2016,11,28,5.07
2016,11,29,3.73
2016,11,30,3.84
2016,12,1,2.2
2016,12,2,4.27
2016,12,3,4.35
2016,12,4,1.36
2016,12,5,2.78
2016,12,6,5.11
2016,12,7,4.72
2016,12,8,4.94
2016,12,9,4.47
2016,12,10,4.39
2016,12,11,5.0
2016,12,12,4.56
2016,12,13,3.66
2016,12,14,2.8
2016,12,15,3.06
2016,12,16,1.93
2016,12,17,3.8
2016,12,18,4.73
2016,12,19,4.7
2016,12,20,3.79
2016,12,21,4.27
2016,12,22,4.52
2016,12,23,4.97
2016,12,24,4.9
2016,12,25,4.71
2016,12,26,4.88
2016,12,27,4.95
2016,12,28,5.08
2016,12,29,5.08
2016,12,30,5.15
2016,12,31,4.13
2017,1,1,3.41
2017,1,2,3.53
2017,1,3,4.35
2017,1,4,4.71
2017,1,5,4.88
2017,1,6,5.47
2017,1,7,5.46
2017,1,8,5.48
2017,1,9,5.49
2017,1,10,3.78
2017,1,11,5.18
2017,1,12,4.59
2017,1,13,5.18
2017,1,14,5.27
2017,1,15,4.63
2017,1,16,5.14
2017,1,17,5.89
2017,1,18,5.85
2017,1,19,5.4
2017,1,20,3.84
2017,1,21,5.62
2017,1,22,5.49
2017,1,23,6.08
2017,1,24,6.36
2017,1,25,6.55
2017,1,26,4.37
2017,1,27,2.62
2017,1,28,5.23
2017,1,29,3.3
2017,1,30,3.08
2017,1,31,5.88
2017,2,1,3.09
2017,2,2,3.59
2017,2,3,3.88
2017,2,4,4.11
2017,2,5,6.66
2017,2,6,6.21
2017,2,7,3.77
2017,2,8,7.69
2017,2,9,7.1
2017,2,10,3.77
2017,2,11,3.23
2017,2,12,2.61
2017,2,13,5.02
2017,2,14,5.96
2017,2,15,8.2
2017,2,16,6.8
2017,2,17,8.89
2017,2,18,7.45
2017,2,19,8.33
2017,2,20,9.32
2017,2,21,9.38
2017,2,22,8.04
2017,2,23,3.23
2017,2,24,7.98
2017,2,25,10.38
2017,2,26,8.58
2017,2,27,8.37
2017,2,28,7.13
2017,3,1,10.59
2017,3,2,10.37
2017,3,3,4.34
2017,3,4,8.66
2017,3,5,4.67
2017,3,6,9.5
2017,3,7,10.34
2017,3,8,11.23
2017,3,9,11.83
2017,3,10,12.27
2017,3,11,11.14
2017,3,12,10.45
2017,3,13,7.79
2017,3,14,10.41
2017,3,15,12.73
2017,3,16,13.11
2017,3,17,12.77
2017,3,18,13.22
2017,3,19,13.03
2017,3,20,12.88
2017,3,21,10.25
2017,3,22,8.82
2017,3,23,7.23
2017,3,24,9.91
2017,3,25,8.16
2017,3,26,8.77
2017,3,27,7.37
2017,3,28,11.78
2017,3,29,14.84
2017,3,30,12.13
2017,3,31,12.73
2017,4,1,14.3
2017,4,2,15.48
2017,4,3,15.34
2017,4,4,15.58
2017,4,5,15.57
2017,4,6,15.18
2017,4,7,15.83
2017,4,8,15.39
2017,4,9,16.23
2017,4,10,16.12
2017,4,11,16.15
2017,4,12,16.52
2017,4,13,15.02
2017,4,14,14.3
2017,4,15,16.06
2017,4,16,15.16
2017,4,17,16.29
2017,4,18,15.96
2017,4,19,15.21
2017,4,20,13.52
2017,4,21,16.36
2017,4,22,13.83
2017,4,23,17.0
2017,4,24,14.96
2017,4,25,11.66
2017,4,26,13.33
2017,4,27,17.51
2017,4,28,16.5
2017,4,29,6.64
2017,4,30,9.3
2017,5,1,18.67
2017,5,2,16.68
2017,5,3,18.24
2017,5,4,12.41
2017,5,5,11.18
2017,5,6,18.55
2017,5,7,19.2
2017,5,8,18.23
2017,5,9,16.34
2017,5,10,14.52
2017,5,11,12.82
2017,5,12,11.17
2017,5,13,14.43
2017,5,14,17.15
2017,5,15,15.37
2017,5,16,16.31
2017,5,17,14.94
2017,5,18,15.7
2017,5,19,19.77
2017,5,20,18.98
2017,5,21,9.7
2017,5,22,19.25
2017,5,23,19.3
2017,5,24,19.97
2017,5,25,18.78
2017,5,26,18.32
2017,5,27,18.34
2017,5,28,12.05
2017,5,29,14.77
2017,5,30,14.52
2017,5,31,16.87
2017,6,1,16.91
2017,6,2,16.49
2017,6,3,17.5
2017,6,4,12.9
2017,6,5,20.55
2017,6,6,20.59
2017,6,7,20.12
2017,6,8,18.76
2017,6,9,17.81
2017,6,10,19.68
2017,6,11,19.62
2017,6,12,19.88
2017,6,13,20.67
2017,6,14,20.61
2017,6,15,19.45
2017,6,16,19.53
2017,6,17,19.75
2017,6,18,20.41
2017,6,19,12.81
2017,6,20,14.63
2017,6,21,18.81
2017,6,22,17.84
2017,6,23,20.84
2017,6,24,19.12
2017,6,25,12.13
2017,6,26,20.02
2017,6,27,18.09
2017,6,28,16.84
2017,6,29,18.58
2017,6,30,16.91
2017,7,1,20.31
2017,7,2,21.18
2017,7,3,21.15
2017,7,4,20.88
2017,7,5,20.36
2017,7,6,4.49
2017,7,7,9.05
2017,7,8,13.49
2017,7,9,19.8
2017,7,10,20.4
2017,7,11,20.44
2017,7,12,20.63
2017,7,13,19.62
2017,7,14,19.73
2017,7,15,20.04
2017,7,16,19.52
2017,7,17,16.94
2017,7,18,16.61
2017,7,19,19.55
2017,7,20,19.53
2017,7,21,19.64
2017,7,22,19.32
2017,7,23,19.36
2017,7,24,19.84
2017,7,25,20.02
2017,7,26,19.16
2017,7,27,19.59
2017,7,28,19.84
2017,7,29,18.12
2017,7,30,18.81
2017,7,31,19.14
2017,8,1,16.25
2017,8,2,18.16
2017,8,3,19.05
2017,8,4,18.81
2017,8,5,17.99
2017,8,6,18.77
2017,8,7,18.42
2017,8,8,18.81
2017,8,9,16.41
2017,8,10,18.67
2017,8,11,17.9
2017,8,12,18.3
2017,8,13,17.19
2017,8,14,17.04
2017,8,15,14.95
2017,8,16,17.17
2017,8,17,17.36
2017,8,18,17.03
2017,8,19,16.37
2017,8,20,17.18
2017,8,21,17.12
2017,8,22,16.08
2017,8,23,14.3
2017,8,24,16.31
2017,8,25,15.29
2017,8,26,9.26
2017,8,27,7.54
2017,8,28,5.24
2017,8,29,12.39
2017,8,30,13.6
2017,8,31,14.57
2017,9,1,14.88
2017,9,2,15.93
2017,9,3,14.05
2017,9,4,15.5
2017,9,5,15.52
2017,9,6,14.27
2017,9,7,12.71
2017,9,8,12.79
2017,9,9,10.11
2017,9,10,14.98
2017,9,11,14.87
2017,9,12,14.17
2017,9,13,14.45
2017,9,14,13.68
2017,9,15,12.26
2017,9,16,12.58
2017,9,17,12.76
2017,9,18,12.45
2017,9,19,13.23
2017,9,20,12.89
2017,9,21,11.69
2017,9,22,10.17
2017,9,23,12.28
2017,9,24,12.26
2017,9,25,12.43
2017,9,26,12.54
2017,9,27,11.37
2017,9,28,11.62
2017,9,29,11.47
2017,9,30,9.27
2017,10,1,9.2
2017,10,2,11.14
2017,10,3,11.53
2017,10,4,11.14
2017,10,5,11.29
2017,10,6,11.48
2017,10,7,11.39
2017,10,8,11.05
2017,10,9,10.98
2017,10,10,10.84
2017,10,11,9.99
2017,10,12,9.6
2017,10,13,10.14
2017,10,14,10.01
2017,10,15,9.52
2017,10,16,9.94
2017,10,17,4.78
2017,10,18,2.97
2017,10,19,8.68
2017,10,20,8.48
2017,10,21,7.09
2017,10,22,8.96
2017,10,23,9.27
2017,10,24,9.09
2017,10,25,8.93
2017,10,26,8.79
2017,10,27,8.62
2017,10,28,8.52
2017,10,29,8.47
2017,10,30,8.26
2017,10,31,7.03
2017,11,1,6.52
